Duclidean_distance,Suburb_distance
2.8340585228806559,12.054102395078864
2.907143734684384,14.483423373695201
3.181572914190661,9.730947648348467
3.0659508771741164,25.500417290483995
3.6749786181400919,17.722989003733744
5.0784258552774038,10.0
1.5669958879467409,35.094067002298054
3.3511054499349444,23.54208033072328
5.3887132844785004,40.0
4.9736881900354089,15.793560972025173
3.1114556598343062,13.601470508735444
2.575421193856489,20.0
3.2449135511710789,20.619576687273376
4.1142575403815203,34.37235942725573
3.3516247150725147,17.722989003733748
3.7067994427887685,9.227796968480487
3.4952381271485655,19.0
2.477955029398315,34.0
2.5622931080715547,37.0
3.5968143467202971,11.17847325485073
3.3081603081655695,16.765544171937094
4.5369961357891135,67.0
6.2241145130209468,8.579248856364076
5.7878004420795195,71.7833973232858
2.0277743066290639,7.8022299971379505
1.8162526948203255,4.974895562368977
2.0789131930670877,29.0
3.969277708862887,37.343295196491916
5.1041413107684672,80.1649487836171
2.799098591878157,5.0
3.8283617634576914,62.0
3.4895167553007576,18.0
3.371557011587198,17.75693267051214
2.4898909913794682,7.884992630324449
3.6174719259161359,9.977635347630542
3.4657264956537506,14.317821063276352
3.8801262622989614,10.16987742655696
3.4437600670521324,5.587789941905187
2.4780137896681746,24.133216145415016
2.3059181027492275,12.529964086141666
5.0369710165114761,29.815925812999485
3.9606655663114156,23.149457939562183
2.191806577964396,9.815610911224109
1.8460595698483615,10.82337324121586
3.2157729305168399,9.999999999999998
4.8926000987100311,22.80350850198276
3.3803555628798239,7.810249675906653
4.925858018754675,13.487846821632088
3.0566348891443584,9.97763534763054
3.391996625659023,23.946528453118262
3.365971792824495,26.87401772197722
3.018342649934624,6.324555320336759
2.3716757022555086,7.211102550927978
5.3485592038427763,56.56835567852912
6.141962376323737,19.924858845171276
5.8542081224768001,67.58229333330142
2.1130736434809756,8.485281374238571
3.5864412860054369,8.841754549247403
3.1477296898125386,19.117406179032166
4.6813936272925858,25.70992026436488
4.9416547615285982,72.36711361832958
3.7540078393249257,7.953765805764675
4.6555092033347139,51.594746420838945
3.909293553418784,9.16302384270091
3.3249382484787691,6.666842796235226
3.0453874426104393,6.324555320336759
2.6751964977853828,12.37337712659787
2.2132316307148208,3.243826343960827
3.3846773103789789,4.635221825785533
3.3945638634904203,28.824651679159803
3.6347146271481092,10.400092738814209
3.8689328676983026,25.6248408313467
5.0737924093750371,28.857910345539903
1.2259651856750409,2.9472515164158013
1.9152412145672326,5.762031770719133
3.058805678220851,7.466868832671238
4.3397685099926226,21.314874101243763
2.4135942685007663,4.620209016126673
3.3744382683223115,10.19803902718557
2.3345048371908823,4.7988995875640965
3.0946784720521565,19.63677749480118
2.3312411320172264,22.630018758412273
2.7282890223575849,3.3258784492101814
2.2520033566584829,3.725193294603458
4.8570500567972887,52.60479954589415
6.1592669286792807,19.85154756838234
5.8212086595931423,60.0
1.7008113832901419,7.013159229388862
2.8093925117637362,13.868893883815744
2.4784254264346486,14.654185955011659
4.8709939846762174,24.304971852760723
4.0893934739543498,66.15666834988693
3.1461286712922663,9.51984332843611
4.6930621945346589,47.606796477892075
2.4714238187489523,3.8545900399742967
3.2528249582183326,6.324555320336758
2.5215242371907571,18.684892482210348
2.9779199018190972,9.163023842700913
3.4219591056282961,4.4208772746237015
3.6764322309617437,33.6217715613528
3.0555287619159563,16.70185912680052
5.3722807494989695,31.52939259016008
5.7010087736532578,25.318186505231985
3.7548692893598932,4.249573449541227
2.4398245235198672,12.016529017135937
2.9102005907622406,13.73653650383107
3.3422618588476447,27.638816844846662
1.7297850977212532,10.790401843799756
3.6865242862708518,4.000000000000001
1.7704852914874993,11.086554390135442
2.4006716824719048,25.59669722559944
2.7738607696458084,28.55952998530833
1.8509331942920233,4.222190334379671
2.0281156722043976,9.815610911224107
4.1594491146837296,58.396962200176844
5.9176929602374573,13.65120751389512
6.1663925608492596,62.28964600958975
2.0210452111186878,2.341083864193539
4.0346597243684892,11.175579883810373
3.631976066579321,20.682468469402224
3.0485587804961276,30.629460650709895
4.7789635964261228,70.51432252251958
3.0816312311646548,5.667252333017423
3.8005794231974179,53.41141064732976
1.9660213590729765,10.169877426556962
3.0084719115998362,11.999999999999998
1.69261132632726,10.103272660170507
4.2232982630860372,15.813367874550961
3.4139798460842181,20.93385447776384
2.8166682916369088,2.000000000000001
3.5595954676609218,15.79356097202517
5.1829142307096445,37.341517917633674
2.9381301936395299,14.993301069676729
1.9737679666355363,7.0607312003039615
1.1017650124878882,5.000000000000001
3.3618607562512324,8.999999999999998
1.3995923763524956,8.0
4.4361281011198646,22.56565262634641
2.0743879712262023,7.802229997137951
1.2510280696488525,10.274326024067829
1.2483973575962897,12.980723081283147
3.5957839027277188,15.0
2.2752061462209112,9.000000000000002
4.4336192115687441,42.283248885985024
5.7047747352752065,31.999999999999996
5.4146014067027588,58.27618988083791
2.1170109227004108,19.0
3.4605251528917882,23.100158348595855
3.2558709813341178,6.376998861165393
3.5947369577459072,11.999999999999998
4.6281356204815891,59.52172049648921
0.9868447012382715,20.619576687273373
4.0507322310245089,37.32261346128672
1.5404426628162378,8.596258533427944
1.3919296453021788,7.802229997137951
4.2350363123388917,7.85597772243141
3.9888949547404819,28.442925306655784
3.7451408589687518,8.259434246331875
3.049633350494692,22.462246686873346
5.6368403729407799,32.0
2.507196262347847,5.068793022544559
2.3904870724690874,3.0542483075562026
2.2436243553010593,5.694862378062898
4.27970371195571,18.799907131125927
1.4807762889293377,3.8268343236508975
4.2196603686359637,12.777650145332238
1.9428707580009072,2.359497414561583
2.3470214249346086,16.491976781836367
1.5787559300882354,19.47482765513706
3.7056545055488668,6.568267322797615
2.4234289756683904,3.565912050589316
4.2354347571509265,49.41765931773686
6.4378853974521526,22.811187790762762
6.1118401516626282,57.412495938105685
2.3382642571628969,10.169877426556962
3.8548791841365206,17.0
3.1748251164482895,11.54033252546018
4.6623578104259691,21.75369634575612
4.2964197786071123,63.0
2.3129389157233149,12.763634380571348
4.2509171316415681,44.421830546134295
1.1452011153404953,1.9509032201612828
2.5405018034444833,6.167576027751471
5.0354917918040574,29.27952896884332
3.7054595933132966,13.819408422423331
5.5827674796124258,30.0
5.671596470059904,24.25554608194117
3.7080196737882773,5.0
3.1352899656925293,10.0
4.1902692196815661,10.832645916882068
5.0988248186095992,24.79822772480908
3.4026498941129137,7.85597772243141
5.0808210935070193,8.15926425168392
2.8935189520177902,9.0
4.5267406151480882,24.0
4.4297507358466195,26.999999999999996
2.226861081080477,1.38327351231221
2.5840272988242212,6.868268251915535
5.5155081652793969,57.0
6.2333430529431553,16.26891924172326
5.8142404886679229,64.15640048039943
3.4612003361755277,3.4264174920160673
5.5061714900577865,9.299498570309442
4.9705932584753034,19.0
5.1622800897272692,27.79535806347335
4.2482259412864005,70.78094976238032
4.9800669635157524,5.0
5.3290703464319336,52.0
3.9180278666205091,8.0
4.2191841226938074,8.393797955795439
2.6580488897912975,21.66615385316662
5.4667365415122902,30.567673288361092
4.3363260479908048,38.897300677553446
3.1211619104469808,31.73245996267116
2.4903219122018951,26.13404091434933
3.1637713534581811,23.048127082876533
4.8221465664665519,19.920954936402353
3.5561127605177898,24.718618514548233
4.7664846284052977,37.43491068783683
3.5154687432040324,26.294835362202402
2.5791105244371813,27.83818032017636
2.8686814666867928,29.080465383162615
3.9226327676054495,29.448191107314102
3.1614459265207588,25.329983833674536
4.2144772106917952,50.42583961153218
6.701447882410184,43.55871457220112
5.7194443980618583,77.17951073420711
2.2852352972679073,32.520576232266855
3.1106379527777439,30.463092423455635
2.5988266412339476,26.402947649853026
4.181774913040365,20.470723151340632
4.9696339927134714,73.53910524340094
3.2052470475916479,31.928704604157684
3.2694048342696065,46.205158387242804
3.9313927142939447,26.492426067421135
3.2676924784065418,22.573800678578866
5.1920059699372221,17.355562730384044
4.2817157539674229,35.63736000358064
3.4452202226620412,13.064307943711672
1.8809278420239715,5.265220982376888
2.1507985804648988,2.9999999999999996
4.5705847212214943,11.0
2.7392649918874308,5.999999999999999
5.7261862282998797,20.597414817216336
2.580054928206251,5.920126832130385
2.4094830746905274,11.62616256465501
3.1381641344090534,14.463457637578939
3.3363670671912975,13.0
2.0092910045006058,7.0
4.6761712601544811,44.03897268757062
6.0877521124262186,30.0
5.6704462806163578,58.67725111364725
2.4309833577838478,17.0
4.6055921266719446,21.252674895957178
3.8793824729761406,7.19683295318344
3.700255679958576,13.999999999999998
5.160783030356864,60.72205740375506
3.1421212605899647,18.644108928076623
3.7626632157704676,39.06479059143711
3.4691232704974104,6.661325050150192
2.198246550446163,5.920126832130385
4.9896860808501007,52.96240514177445
3.3790028896085027,27.294688127912362
4.2716678249507147,20.0
3.9730989257938454,19.84651208537974
5.1634529662004454,10.74388734939972
3.9894374305897764,22.462246686873346
5.6427990573898805,34.797092721098636
4.1578023633923831,21.0
4.3472514744245245,5.999999999999999
3.2807209788605483,3.0000000000000013
5.8731436833765871,28.857910345539903
4.4602732274532295,23.354700190273523
5.5978780504479895,27.0
6.6569743397913559,45.143110220238256
6.9601748682698741,46.963885024425295
4.3147947448008193,32.62417766831307
5.0783020429604768,38.36240264982518
5.1484447963335498,11.0
5.8591445102783917,10.332600404049453
4.5040487987220041,44.2776959271658
3.6770940295488805,35.0
5.7407967158807693,22.000000000000004
3.9129501289801092,22.0
4.331138229893174,23.149457939562183
4.3121453135017633,28.76907404472482
4.7118169801889955,33.574193412340776
5.1803153302430252,33.143176212798146
5.1545274094241567,45.31051595435234
5.3449864231434177,30.739532054349297
6.2120132177485523,24.9469626712923
4.9650707754961747,32.62417766831306
5.1130144717630239,47.09224341510817
4.7661281338430568,50.02347323142034
5.7372016596557556,25.624840831346695
4.7390264268367659,29.962227299322965
6.0916272300614169,79.61804265870214
7.3254253073778317,19.092104192639486
7.4597009166250583,87.55654558539749
4.5401603939022301,23.149457939562186
5.5642689498172606,15.0
6.0187453605955437,42.228330728194216
4.6818204095334881,48.04783194486343
5.2275262047857316,95.0
5.0827361530516582,19.84651208537974
5.5254828750097991,74.66314514554597
5.8002509763022383,31.677239049166634
5.3598591887711811,29.815925812999485
1.9896361481453944,8.06225774829855
3.0738832143249231,10.22212011626579
4.798589918326452,23.819157921644834
2.8472260317895293,7.503821512709614
4.132409324841734,7.709180079948594
2.6687747110461784,7.211102550927978
3.2384410600656728,21.377558326431952
2.4019890355463978,24.331050121192877
3.4638008790136503,3.725193294603458
2.4755563073515381,6.651756898420363
4.7487141928771202,54.147945482723536
6.3112081957782946,17.85587069511051
5.8762584796625799,59.23913433306966
1.984868166448327,5.799240919851123
3.1778232215259568,14.02631845877772
2.7087384062926096,16.492422502470642
5.1198780028725839,26.786875265193174
3.8751195591608938,66.57191759888993
3.2637690036515652,8.94427190999916
4.5251804069270216,49.162994213127426
3.0576115834563384,6.4031242374328485
3.3306655319625871,9.270443651571066
1.7212482366456427,3.086339637618628
4.3127885208613046,15.762141478445233
1.7629788383971252,3.054248307556202
4.4622082544414026,15.747855389421021
1.7397162832734436,1.0000000000000002
1.9382819797203648,14.000000000000002
2.0477010307760173,17.0
2.5144952505052838,8.880801028641281
1.2908357033695435,3.6418053461666426
4.1935731844107806,47.0
5.6207081938658403,25.607654239465244
5.3626271224059536,57.2645729393844
1.0906393927372997,12.751701091656287
3.3730908198991232,18.66043304593696
2.4223182624735671,9.000000000000002
4.1564206416880651,18.72544161351207
4.3135983623012217,61.591125051010835
2.4953577544963479,15.0
3.6444634086275101,42.0
2.3102342704318568,1.9999999999999998
1.9769102840173691,5.05994371315828
4.1412419018424647,14.0
1.761813752610077,3.0
5.240288643878908,17.65844628504461
2.2700514412770887,3.362672282414162
1.2594038475807161,13.949067247533351
1.8338455974924619,16.888761337518684
3.7650208794218112,10.0
2.1870005583060776,4.0
4.4374661122577237,46.709400380547045
5.8278559591168086,26.999999999999996
5.1955037147333494,59.400151810360136
2.310903535501307,14.0
3.9441723067669159,18.54088730314213
3.2781917060648418,9.137113312042846
3.9826812398170466,17.0
4.8661577164224319,62.599263750215435
1.5498243137435264,15.692564486451687
3.8655830999072767,41.72143869177034
2.1992754153299621,3.884538247861264
0.67856723091487325,3.3626722824141617
3.6920428190450894,17.0
3.7199682151369435,31.472321082261573
3.8695346518328604,16.61613081968905
3.6542943616364192,8.446023440624057
3.4802646786728189,9.186033620016921
4.3240534693761674,24.0
4.0975981741023784,18.0
5.8318705039142582,34.71112546076809
6.493412184498478,41.0
6.0558330126777973,57.30654060845093
3.882703558084176,27.999999999999996
4.1738510865845475,31.64415238976227
5.4524717118407233,9.465136507840452
2.0692183707083962,2.999999999999999
5.1251889779569693,54.702253250573236
3.2958044476081376,29.550052376332143
5.4965805650722146,29.885041875588296
3.7264267792784356,17.485608449451135
4.0911568496606581,16.61613081968905
4.1700271003016258,14.744081973833728
0.85351487899440681,2.3594974145615826
1.7364562037526694,16.491976781836367
1.7392080476343335,19.474827655137055
2.6797709456515135,7.0
1.3888216131340081,0.9999999999999999
3.9459244573685766,49.41765931773686
6.0905007122272199,23.999999999999996
5.7840226820853191,60.26388862273695
1.766596776818647,11.0
4.0022425264138999,15.932759137776033
3.309811113051762,11.54033252546018
3.6640799023866535,20.0
4.2695061114936683,64.56134593387245
2.2437994964648711,12.763634380571348
3.7077143551842666,44.421830546134295
0.79703341517222015,1.9509032201612828
1.963343068396268,2.359497414561582
4.1668371642269948,14.86111751324192
4.5289511741591406,28.947967944198606
3.8068197479083121,31.86551827555207
3.7804049655006331,8.188090051993111
4.4552282173132669,13.78079687829782
5.2115733569544691,61.479064108698594
7.0095398209051307,10.484549472710357
6.6309554640358117,62.80127387243033
3.6315313058722607,5.013427579874431
3.221009568387132,12.335152055502942
4.2645873804699903,24.13035785022044
4.6486072204748803,34.45199219574455
4.359291323281588,72.41857129229022
4.5125430118037748,7.131824101178632
5.3277705258987504,56.515171817511245
3.9066199261074885,13.989663259659068
5.3463412087667104,16.0
2.2607337380137884,15.0
2.1806154021693183,18.0
2.270088778226981,7.884992630324449
0.85167522216074787,2.7665470246244204
3.9547730986980842,48.0
6.3199350999370081,24.650446921152835
6.0070693792667313,57.91297397645202
1.6731526672639896,11.769423364838765
4.2630416536893865,17.692898368600474
3.5229793018735136,10.0
3.6803109341094675,19.591736529634474
4.0713914169223502,62.498914402338144
2.8608094071052834,14.0
3.7105077835666265,43.00000000000001
1.4509040158531612,0.9999999999999994
2.4335733037595544,4.592201188381076
1.3715133612798354,2.999999999999998
3.5825172119960951,22.86057481191031
2.3566613296558434,17.372053377137195
3.7349464286742058,33.0
5.9294536580578914,39.233351462040645
5.3314335339228975,49.43373283285646
1.9530010479220514,26.642403085923842
3.426558059693483,32.413504660645515
2.9267428182667921,5.000000000000001
3.3102177389825189,9.794207005324571
4.6396063853204605,49.258502364036254
1.2500359753944539,29.0
3.1045886346245926,28.000000000000004
2.0175273839902137,16.0
1.4887698935171418,17.2860953121574
3.6770738229187843,25.859088056640424
2.4478302027302097,20.36210032776169
3.7454278935799454,30.0
6.0141628967701646,42.185046327464114
5.3989564266266221,48.121203426232334
1.8106856603551891,29.63236921616715
2.9321104735664987,35.38579673720095
2.7858472896734789,7.999999999999998
3.6978523282853639,9.609607743631157
3.8862127759308027,46.73817717758321
1.25462296056369,32.0
3.4653404037847992,25.000000000000004
1.7504220333829921,19.0
2.131134613096036,20.207752151545066
2.0593206941060038,6.0
4.8223115002066104,55.85300331246689
6.1803067792909872,16.999999999999996
6.1075292248829705,62.79255920271559
2.2965097816782456,4.0
4.2842721968116599,10.67983494736907
3.736987705466972,17.86416217125008
4.2119666362843775,27.0
4.6387545729623865,69.42861833914557
4.2364895339780846,6.199665713539628
4.5029089298433451,50.85351893794777
3.0454852758595772,6.89039843914891
3.8100247371871481,7.884992630324449
4.3157128452736826,50.32776611330095
6.3178326759773977,23.0
5.7339070051040153,60.58208495542981
1.5543618639939474,10.0
4.1792564697201904,15.095769307786489
3.3915372896066343,12.399331427079256
3.8149912597912792,21.0
4.2737315641634783,65.23292045458733
3.0141020688910132,11.795265579066982
3.8769128611378183,45.33033447103138
2.0788572664219722,2.0111734633165113
2.2638650458239034,2.76654702462442
6.671416943638512,71.92218573370222
6.8058478448711464,45.002366528604675
3.8600929475517347,59.58753172491132
5.4514898290962019,65.24835533662613
4.3572056159124166,38.0
5.1380942682321979,32.35004269270021
3.7867239458112034,27.477785813946326
4.4776016861165804,62.0
1.3024982731705965,4.999999999999996
4.0581841573585971,49.0
4.7901834991797765,49.93790950561624
7.8575507510034734,71.4604937476096
5.7048218396318155,13.0
6.0957138528738524,13.511450987178774
6.103560031136217,34.33247377872533
6.7281869342650262,43.99999999999999
6.8504480243174077,82.53583417271578
5.7442225168193621,12.005857825102245
6.4712735511195545,66.94971015274089
6.2442228592737221,23.696774277887368
6.2837525769153135,24.650446921152835
5.8657030482983954,64.534614538863
5.7238786199166505,73.23068171454364
6.0760863076677731,51.93361287380158
6.4565784923729987,57.29468875618596
5.2641491924614776,26.035510017374925
5.34819111783934,67.89292987445052
6.386623193137539,44.14316705346975
6.0892485555118263,58.57127107775911
4.8599626696586213,62.289646009589745
2.9037951695190922,8.841754549247403
2.2200689968312646,21.66529183376414
3.7393495720062648,31.0
4.1733800546114095,72.36711361832958
2.495150168285138,3.3626722824141617
3.3931639298659824,54.591585112695135
2.1075022024140098,10.790401843799758
2.5986788798903309,11.769423364838763
2.4890506501081888,27.47307300766214
4.8494674149318904,34.54365453613627
5.1697543151035212,80.0
3.1294703532158477,5.533094049248842
5.0528599325420176,60.26178167158081
3.9132184563218471,16.72918240385209
4.0823428045113967,15.333180174398684
5.5017966116077455,11.912026443513739
5.1256293299146538,53.569003511876524
3.2959489727552009,23.999999999999996
3.9696096136584309,33.0
3.3129083333261833,11.0
3.5575480967360487,12.499419907027
5.3988720690866812,53.337012889416094
3.5266827421762552,32.53539323574428
4.5194354294091994,27.613314638908307
3.9521020747017652,20.470225129982772
3.9426592728317646,19.591736529634478
4.8034485933682998,75.45317045275354
4.1748017693166197,29.46636718947188
4.4477791248162681,63.40947813925237
5.0353202655603475,65.93732114053533
4.0090742301868136,57.00000000000001
2.2890083233649214,13.0
1.7932021337303747,12.956938334109202
3.9895535718777344,44.0
4.1717996502995733,44.95799386830233
2.4177481142034489,4.3097091698636865
