0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.0,41.7755898829,1.0,92.397806580299999,3.3218553777599999,1192.0,3.2041501373200001,50.969085375600002,2.5987311657399998,49.445925094700002,681.0,11.03515625,12.4002991027,0.0,4937.0,930.86220238700002,2.0,2.0,13.031221368700001,0.0,1045.0,100.0,16.244683005900001,26.208873379900002,586.0
4.0,72.203716689999993,3.0,92.160499853600001,2.1704605611400001,1529.0,1.7750447032100001,29.451383786400001,2.39843096234,27.857582024500001,1771.0,22.0711648204,14.722249340999999,3.0,5667.0,1047.21795129,1.0,2.0,11.8543417367,0.0,978.0,100.0,11.169931180500001,15.649711998400001,480.0
5.0,72.329392242300003,3.0,89.309664694299997,2.7567807914600002,375.0,1.7801608579099999,29.7760210804,2.1696137738500001,23.726962457300001,662.0,19.910665944800002,18.461538461500002,4.0,2249.0,1021.64356169,1.0,2.0,10.452015745900001,0.0,254.0,100.0,11.5162294353,13.4714003945,193.0
1.0,63.562152133600001,2.0,91.992123400099999,2.7877055039299998,474.0,1.6141254925699999,44.317673378099997,2.49546142209,29.842399593300001,1408.0,15.4159040065,20.955037741999998,6.0,2798.0,938.99883044000001,7.0,4.0,9.4994892747699993,0.0,430.0,98.466071037800006,13.4024303074,17.197243189999998,475.0
3.0,65.493295019200005,2.0,92.672190574799998,1.77619893428,635.0,2.6214610276100001,30.0534423137,2.3367819221300001,27.218934911200002,626.0,18.961424332299998,11.1859140342,4.0,2252.0,1073.1296295499999,7.0,3.0,11.656989727599999,0.0,448.0,100.0,9.05861456483,14.914552045600001,146.0
1.0,71.855921855899993,3.0,85.802124091699994,3.43698854337,114.0,2.04297287777,15.7267672756,1.9687933425799999,17.227979274599999,195.0,20.588235294099999,15.2040245947,4.0,611.0,1097.6200771599999,5.0,2.0,10.592304366600001,0.0,84.0,100.0,6.2193126022899996,10.1732811627,46.0
6.0,80.428249436499996,5.0,87.188612099599993,1.69286577993,139.0,0.56597671410100003,26.368876080700002,3.7524271844700001,11.464139725000001,2655.0,36.603139013499998,18.251143873899998,3.0,827.0,1052.9775697299999,4.0,2.0,7.5961179544600004,0.0,140.0,96.945815476700005,9.4316807738800001,6.2531774275499998,52.0
0.0,35.886478194200002,1.0,92.996930161199998,3.26069916915,1556.0,3.7700602870000002,38.341304094199998,2.3506986027900001,50.5523641184,718.0,18.7670634487,6.8687643898699999,1.0,6379.0,1017.81955443,2.0,2.0,12.1830754034,0.0,1265.0,99.999994344399994,15.598056121600001,18.620491174200001,572.0
1.0,68.376157286999998,3.0,92.024316109400004,1.8818818818800001,1711.0,2.1307313187600001,27.675276752799999,2.6202713279399998,24.207174421600001,2103.0,23.149831212700001,9.6656534954400009,4.0,4995.0,1090.6250335300001,7.0,2.0,12.281274484200001,0.0,1310.0,100.0,9.1691691691700008,12.121580547100001,326.0
7.0,59.679266895799998,3.0,95.888399412599995,0.84317032040499995,238.0,0.0,17.1681415929,3.1441048034899999,29.442622950800001,95.0,14.6517739816,0.0,0.0,593.0,1115.0874536599999,4.0,2.0,11.3799869196,0.0,187.0,100.0,3.7099494097800001,4.8458149779699999,23.0
7.0,32.620703764300004,1.0,93.508374830199998,2.73880345718,3207.0,0.19842481226,35.969077857499997,2.9642566283599998,48.887233856100003,933.0,10.3729860958,3.3227704843799999,0.0,8909.0,990.01728132999995,1.0,6.0,10.9290100278,2.0,2452.0,74.165383608599996,14.412391963199999,12.4400181077,795.0
5.0,67.210242587600007,3.0,87.376360039600002,2.07840042094,644.0,1.61145926589,22.3998653652,2.1376416899700001,27.2758800069,653.0,18.6247408431,10.064292779400001,4.0,3801.0,1062.6854005299999,0.0,2.0,10.470976711900001,0.0,398.0,89.722309533599997,10.602473033400001,12.1043521266,135.0
1.0,66.556447803500006,3.0,90.067156020599995,1.58379373849,737.0,1.9439133205900001,25.369761709100001,2.2406283470199999,21.598516839999998,880.0,25.126093669599999,14.7743245354,4.0,2715.0,1064.8061443900001,3.0,2.0,11.645464887799999,0.0,599.0,100.0,9.7605893185999992,12.5878494456,244.0
1.0,73.170230263199997,3.0,91.562423350499998,1.57415078708,786.0,2.9974758098400001,19.099718662099999,2.5429259160200002,20.147722609799999,701.0,24.751792608900001,7.5055187637999996,4.0,2414.0,1103.4802111700001,7.0,2.0,13.0662260774,0.0,584.0,100.0,9.1549295774600008,10.3752759382,92.0
7.0,43.260709010299998,1.0,94.194915254199998,3.3326874636700001,1236.0,2.1860135613799998,59.895196506600001,2.6366911274199998,44.299303322599997,937.0,9.9073701167900001,12.966101694900001,0.0,5161.0,851.67893885499996,6.0,6.0,10.819583445999999,4.0,1179.0,100.0,16.392172059699998,26.059322033899999,616.0
1.0,69.963552021200002,3.0,89.512462768500001,1.8189167340300001,347.0,1.8510238755299999,24.485420240100002,2.0782382456800002,20.233505892699998,938.0,18.7252747253,18.482520771299999,4.0,2474.0,1060.2743212,7.0,2.0,9.4624366600599998,0.0,220.0,100.0,10.185933710600001,12.478444897299999,206.0
7.0,48.820058997099999,0.0,93.806451612900005,4.4329896907200004,582.0,1.7588860388400001,61.469072164899998,2.73446893788,44.464285714299997,468.0,10.614224137900001,16.354838709700001,0.0,1940.0,801.14703490500006,1.0,2.0,10.338616714700001,4.0,503.0,97.863460400600005,24.587628865999999,26.451612903200001,256.0
1.0,66.304347826099999,3.0,86.9515215853,1.94341240354,429.0,1.47844173366,22.262454738399999,1.98051658873,18.9179875948,1231.0,18.326147950500001,21.045647558399999,4.0,3499.0,1057.0967797599999,6.0,2.0,7.7334430275599999,0.0,266.0,99.631025273399999,8.65961703344,11.5268931352,386.0
1.0,50.019607843099998,2.0,91.274797942700005,2.2866344605500002,790.0,3.1724256194799998,31.4944134078,2.34432160804,37.748560252099999,572.0,18.2686049034,8.1373989713399997,4.0,3105.0,1057.9936157,7.0,3.0,12.4047048573,0.0,711.0,94.8104496391,12.850241545899999,16.917707568000001,235.0
1.0,46.502057613200002,2.0,92.376681614299997,2.2912423625299998,593.0,2.6357615893999999,32.668423033499998,2.44811932555,38.609069725799998,281.0,17.8210806023,8.4902840059799995,0.0,1964.0,1051.92671666,4.0,3.0,11.0343606093,0.0,440.0,99.669111099600002,12.678207739299999,15.067264573999999,169.0
1.0,75.980562304800003,2.0,88.537483266400002,2.0677518697799999,423.0,1.3358291499999999,38.198458574199996,2.3719475277500002,19.151025752900001,2048.0,21.860312602499999,27.8447121821,4.0,2273.0,958.64720947299998,3.0,3.0,8.3351660435500001,0.0,414.0,100.0,15.1341838979,13.4872824632,348.0
1.0,74.952783523700006,3.0,86.9091532984,2.3162372961500002,497.0,1.9692854157999999,20.726136090400001,2.0260345010099998,16.7333968859,1778.0,20.6785034876,19.4218066398,4.0,4231.0,1069.67761462,5.0,2.0,8.9919816723900006,0.0,591.0,100.0,8.7449775466799995,9.16187698379,301.0
0.0,22.445255474500001,2.0,93.362068965500001,2.7241770715100002,291.0,0.60281312792999997,35.531914893600003,2.6401414677299999,57.8829834748,68.0,19.051918735899999,1.63793103448,2.0,881.0,1031.5395679799999,7.0,0.0,13.7511271416,1.0,258.0,35.676174582999998,14.869466515299999,11.724137931,78.0
6.0,47.5,1.0,100.0,0.0,7.0,0.0,43.75,7.3684210526299996,43.589743589699999,2.5,23.943661971800001,18.75,2.0,16.0,1069.8894611999999,0.0,5.0,17.567567567600001,3.0,10.0,2.9308444913099998,0.0,18.75,2.5
7.0,46.497764530600001,3.0,21.757035003399999,0.0,51.0,5.0240880935999996,41.372549019600001,2.40165289256,45.611156685799997,38.0,29.820261437900001,1.06382978723,1.0,376.0,1053.2807820600001,2.0,1.0,16.612377850200001,0.0,36.0,57.230290211899998,6.9148936170199997,4.97597803706,5.0
1.0,62.612536096500001,2.0,92.269898460500002,2.5529445895,853.0,1.4228546020499999,33.782645324299999,2.4331049404999998,31.8701913592,827.0,18.942687747000001,13.5113003603,4.0,3447.0,989.99071559699996,3.0,3.0,11.1199285785,0.0,624.0,100.0,13.4899912968,17.392728463800001,364.0
7.0,41.7769376181,1.0,92.325435101699995,3.0839694656500001,961.0,3.12574375248,58.932346723000002,2.7691124780299998,53.661005511200003,431.0,9.0798495908000003,11.197315999200001,0.0,3275.0,901.67842278600006,1.0,2.0,13.853149955599999,0.0,746.0,90.384102818000002,15.4503816794,31.390228559400001,280.0
1.0,50.5726065048,2.0,93.268379096499999,2.38419618529,367.0,3.59236150501,35.955678670399998,2.4577137546499999,38.826129666,236.0,17.535661583900001,7.8387953941499999,7.0,1468.0,1042.80326446,0.0,1.0,11.872372001,0.0,283.0,100.0,12.3297002725,19.663418954800001,144.0
1.0,38.956727919400002,1.0,94.3250984604,3.4413227584400001,1732.0,1.92809305605,53.615635179199998,2.5121756840499998,45.862638659399998,1106.0,11.1460042184,11.313999283899999,0.0,7439.0,879.98673727300002,7.0,6.0,10.7581193353,4.0,1548.0,100.0,18.228256486100001,25.179018975999998,901.0
7.0,36.182336182299998,0.0,50.477707006400003,2.1459227467800002,77.0,0.0,35.135135135100001,2.7371794871800001,46.634615384600004,18.0,22.792937399700001,0.0,2.0,233.0,1060.5490506199999,1.0,3.0,11.0935023772,1.0,56.0,29.849610733599999,10.729613733900001,6.84713375796,24.0
3.0,52.054039150800001,2.0,93.252688172000006,2.3366336633699998,869.0,2.7946409880699998,34.111370456800003,2.6791923724100002,40.401065769200002,460.0,16.4977477477,7.5,1.0,2525.0,1045.91396635,7.0,3.0,13.966953820100001,0.0,601.0,100.0,10.7722772277,18.924731182799999,199.0
0.0,22.678062678100002,2.0,94.759938048500004,2.0241477272699999,957.0,2.2264001583200002,35.381691479300002,2.64693556836,59.505879244299997,241.0,16.501388338000002,4.2075374290100003,2.0,2816.0,1029.05903225,7.0,0.0,12.0297753556,1.0,763.0,31.235484919299999,14.0980113636,15.126484253999999,270.0
1.0,68.037026953400002,3.0,90.2052481164,2.6334519573000001,180.0,2.1631556623799999,26.372059871699999,2.1709637814599998,21.381284666300001,589.0,16.898892461599999,19.979215380599999,4.0,1405.0,1042.27130347,7.0,2.0,8.9576547231300001,0.0,104.0,100.0,8.9679715302500007,13.6658872434,161.0
1.0,73.920809764799998,3.0,86.2138728324,1.7538461538500001,608.0,4.0630826600400001,18.695471541300002,2.2397772750999998,18.478052520599999,977.0,23.825953613199999,8.2658959537599994,4.0,3250.0,1109.63234407,7.0,2.0,11.9139868268,0.0,684.0,100.0,7.9076923076899996,9.6820809248599993,119.0
